#time    cd4 cd4i cd8    growth_f inflammatory_f virus_f
3813.900000    621.000000 1137.000000 4.000000    49411145.705694 4778350.333628 1138.264138
3814.900000    621.000000 1137.000000 4.000000    49411145.705694 4778412.498048 1082.614553
3815.900000    621.000000 1137.000000 4.000000    49411145.705694 4779336.136557 1029.685669
3816.900000    621.000000 1137.000000 4.000000    49411145.705694 4778918.502610 979.344471
3817.900000    620.000000 1138.000000 4.000000    49411145.705694 4779950.998232 931.464447
3818.900000    620.000000 1138.000000 4.000000    49411145.705694 4781096.423516 885.925272
3819.900000    620.000000 1139.000000 4.000000    49411145.705694 4782578.301849 1322.959023
3820.900000    618.000000 1141.000000 4.000000    49411145.705694 4783783.082310 1258.279729
3821.900000    618.000000 1139.000000 4.000000    49411145.705694 4784112.071332 1196.762597
3822.900000    617.000000 1136.000000 4.000000    49411145.705694 4784156.267499 1138.253030
3823.900000    617.000000 1133.000000 4.000000    49411145.705694 4783059.623479 1082.603988
3824.900000    617.000000 1133.000000 4.000000    49411145.705694 4780558.672216 1029.675620
3825.900000    615.000000 1134.000000 4.000000    49411145.705694 4778175.623302 979.334913
3826.900000    615.000000 1133.000000 4.000000    49411145.705694 4776628.191987 931.455357
3827.900000    615.000000 1133.000000 4.000000    49411145.705694 4774888.303841 885.916626
3828.900000    615.000000 1134.000000 4.000000    49411145.705694 4773980.484961 1340.104278
3829.900000    615.000000 1134.000000 4.000000    49411145.705694 4773986.593529 1274.586755
3830.900000    615.000000 1134.000000 4.000000    49411145.705694 4772558.506630 1212.272375
3831.900000    616.000000 1134.000000 4.000000    49411145.705694 4771960.478468 1153.004536
3832.900000    616.000000 1134.000000 4.000000    49411145.705694 4771193.903206 1096.634295
3833.900000    616.000000 1133.000000 4.000000    49411145.705694 4770403.488177 1043.019987
3834.900000    616.000000 1132.000000 4.000000    49411145.705694 4770091.211538 992.026876
3835.900000    616.000000 1131.000000 4.000000    49411145.705694 4767987.875738 943.526812
3836.900000    616.000000 1131.000000 4.000000    49411145.705694 4766641.766596 897.397909
3837.900000    616.000000 1131.000000 4.000000    49411145.705694 4765451.768402 853.524242
3838.900000    616.000000 1132.000000 4.000000    49411145.705694 4764538.043674 1309.295553
3839.900000    616.000000 1132.000000 4.000000    49411145.705694 4763802.099176 1245.284265
3840.900000    616.000000 1132.000000 4.000000    49411145.705694 4763192.644236 1184.402479
3841.900000    615.000000 1128.000000 4.000000    49411145.705694 4763213.622706 1126.497197
3842.900000    615.000000 1128.000000 4.000000    49411145.705694 4761129.786695 1071.422896
3843.900000    615.000000 1126.000000 4.000000    49411145.705694 4759934.256481 1019.041170
3844.900000    616.000000 1124.000000 4.000000    49411145.705694 4756365.826677 969.220380
3845.900000    616.000000 1123.000000 4.000000    49411145.705694 4754215.310526 921.835322
3846.900000    616.000000 1123.000000 4.000000    49411145.705694 4750420.454050 876.766914
3847.900000    616.000000 1124.000000 4.000000    49411145.705694 4747544.809043 1319.088148
3848.900000    615.000000 1125.000000 4.000000    49411145.705694 4746710.755087 1254.598101
3849.900000    615.000000 1124.000000 4.000000    49411145.705694 4744862.770041 1193.260963
3850.900000    613.000000 1127.000000 4.000000    49411145.705694 4744966.049565 1620.108845
3851.900000    609.000000 1132.000000 4.000000    49411145.705694 4745464.574188 2038.401935
3852.900000    607.000000 1135.000000 4.000000    49411145.705694 4748342.269715 2416.689520
3853.900000    607.000000 1135.000000 4.000000    49411145.705694 4752318.222847 2298.537884
3854.900000    606.000000 1136.000000 4.000000    49411145.705694 4754837.683284 2673.787044
3855.900000    606.000000 1136.000000 4.000000    49411145.705694 4758121.920206 2543.065944
3856.900000    606.000000 1136.000000 4.000000    49411145.705694 4761319.246848 2418.735782
3857.900000    605.000000 1137.000000 4.000000    49411145.705694 4763807.429213 2300.484105
3858.900000    605.000000 1138.000000 4.000000    49411145.705694 4766494.714783 2188.013737
3859.900000    603.000000 1141.000000 4.000000    49411145.705694 4769588.822357 2571.116781
3860.900000    601.000000 1143.000000 4.000000    49411145.705694 4773931.672469 2445.415217
3861.900000    601.000000 1142.000000 4.000000    49411145.705694 4777623.915897 2325.859186
3862.900000    600.000000 1143.000000 4.000000    49411145.705694 4782244.391386 2212.148234
3863.900000    599.000000 1144.000000 4.000000    49411145.705694 4786229.953443 2103.996596
3864.900000    599.000000 1144.000000 4.000000    49411145.705694 4788810.631346 2001.132477
3865.900000    599.000000 1144.000000 4.000000    49411145.705694 4791273.198097 1903.297371
3866.900000    599.000000 1143.000000 4.000000    49411145.705694 4794835.962969 1810.245411
3867.900000    600.000000 1143.000000 4.000000    49411145.705694 4795838.931637 1721.742749
3868.900000    599.000000 1144.000000 4.000000    49411145.705694 4797155.402605 1637.566970
3869.900000    599.000000 1144.000000 4.000000    49411145.705694 4798230.867816 1557.506535
3870.900000    599.000000 1144.000000 4.000000    49411145.705694 4799351.648739 1481.360244
3871.900000    598.000000 1145.000000 4.000000    49411145.705694 4800829.665026 1408.936735
3872.900000    598.000000 1145.000000 4.000000    49411145.705694 4802286.528696 1340.054001
3873.900000    598.000000 1145.000000 4.000000    49411145.705694 4802931.899840 1274.538936
3874.900000    598.000000 1145.000000 4.000000    49411145.705694 4805738.439651 1212.226894
3875.900000    598.000000 1145.000000 4.000000    49411145.705694 4807675.272731 1152.961279
3876.900000    598.000000 1145.000000 4.000000    49411145.705694 4808883.744360 1096.593153
3877.900000    598.000000 1145.000000 4.000000    49411145.705694 4809440.344372 1042.980856
3878.900000    598.000000 1144.000000 4.000000    49411145.705694 4810299.285378 991.989658
3879.900000    598.000000 1145.000000 4.000000    49411145.705694 4810618.690978 1428.677668
3880.900000    596.000000 1148.000000 4.000000    49411145.705694 4811847.224867 1856.329803
3881.900000    597.000000 1148.000000 4.000000    49411145.705694 4813440.318311 1765.574081
3882.900000    597.000000 1148.000000 4.000000    49411145.705694 4814603.949551 1679.255395
3883.900000    596.000000 1149.000000 4.000000    49411145.705694 4816940.220432 1597.156818
3884.900000    596.000000 1150.000000 4.000000    49411145.705694 4818988.836729 2011.609467
3885.900000    596.000000 1150.000000 4.000000    49411145.705694 4821436.809112 1913.262142
3886.900000    595.000000 1152.000000 4.000000    49411145.705694 4824278.247896 2300.069528
3887.900000    595.000000 1152.000000 4.000000    49411145.705694 4825738.480446 2187.619429
3888.900000    595.000000 1151.000000 4.000000    49411145.705694 4828184.510780 2080.667000
3889.900000    595.000000 1152.000000 4.000000    49411145.705694 4830056.995078 2466.567839
3890.900000    594.000000 1155.000000 4.000000    49411145.705694 4833256.513976 3328.663913
3891.900000    593.000000 1156.000000 4.000000    49411145.705694 4836153.203500 3165.925969
3892.900000    592.000000 1157.000000 4.000000    49411145.705694 4840177.393720 3011.144261
3893.900000    592.000000 1157.000000 4.000000    49411145.705694 4843009.743308 2863.929811
3894.900000    592.000000 1157.000000 4.000000    49411145.705694 4845018.250606 2723.912656
3895.900000    591.000000 1158.000000 4.000000    49411145.705694 4848735.876641 2590.740922
3896.900000    591.000000 1158.000000 4.000000    49411145.705694 4850693.955939 2464.079936
3897.900000    592.000000 1158.000000 4.000000    49411145.705694 4853641.164824 2343.611390
3898.900000    592.000000 1158.000000 4.000000    49411145.705694 4854876.458099 2229.032535
3899.900000    592.000000 1158.000000 4.000000    49411145.705694 4857270.025144 2120.055425
3900.900000    592.000000 1158.000000 4.000000    49411145.705694 4858812.378386 2016.406192
3901.900000    591.000000 1159.000000 4.000000    49411145.705694 4861268.007356 1917.824356
3902.900000    591.000000 1159.000000 4.000000    49411145.705694 4862019.645017 1824.062174
3903.900000    592.000000 1159.000000 4.000000    49411145.705694 4862853.792386 1734.884012
3904.900000    591.000000 1160.000000 4.000000    49411145.705694 4863808.874736 1650.065759
3905.900000    592.000000 1160.000000 4.000000    49411145.705694 4866372.267295 1569.394259
3906.900000    592.000000 1160.000000 4.000000    49411145.705694 4868169.414754 1492.666779
3907.900000    592.000000 1160.000000 4.000000    49411145.705694 4869345.601925 1419.690495
3908.900000    592.000000 1160.000000 4.000000    49411145.705694 4869679.859340 1350.282011
3909.900000    593.000000 1160.000000 4.000000    49411145.705694 4871372.654590 1284.266900
3910.900000    593.000000 1160.000000 4.000000    49411145.705694 4870178.275181 1221.479259
3911.900000    593.000000 1160.000000 4.000000    49411145.705694 4870333.928854 1161.761297
3912.900000    592.000000 1161.000000 4.000000    49411145.705694 4870145.612243 1597.500377
3913.900000    592.000000 1162.000000 4.000000    49411145.705694 4871237.820708 2007.023168
3914.900000    592.000000 1162.000000 4.000000    49411145.705694 4872980.106449 1908.900067
3915.900000    591.000000 1163.000000 4.000000    49411145.705694 4873880.131713 1815.574192
3916.900000    589.000000 1166.000000 4.000000    49411145.705694 4876098.644660 2207.157528
3917.900000    589.000000 1166.000000 4.000000    49411145.705694 4878403.804043 2099.249885
3918.900000    589.000000 1166.000000 4.000000    49411145.705694 4880451.973321 1996.617832
3919.900000    587.000000 1168.000000 4.000000    49411145.705694 4882511.251624 1899.003447
3920.900000    587.000000 1168.000000 4.000000    49411145.705694 4884414.634547 1806.161416
3921.900000    587.000000 1168.000000 4.000000    49411145.705694 4886215.637076 1717.858420
3922.900000    586.000000 1169.000000 4.000000    49411145.705694 4888746.301282 1633.872546
3923.900000    586.000000 1169.000000 4.000000    49411145.705694 4892676.724952 1553.992730
3924.900000    586.000000 1169.000000 4.000000    49411145.705694 4895042.752184 1478.018228
3925.900000    586.000000 1169.000000 4.000000    49411145.705694 4897388.324567 1405.758110
3926.900000    585.000000 1170.000000 4.000000    49411145.705694 4900622.520085 1337.030779
3927.900000    584.000000 1171.000000 4.000000    49411145.705694 4902168.276401 1759.287896
3928.900000    583.000000 1173.000000 4.000000    49411145.705694 4903852.444751 2160.900916
3929.900000    583.000000 1173.000000 4.000000    49411145.705694 4905977.298030 2055.254753
3930.900000    582.000000 1175.000000 4.000000    49411145.705694 4909092.531608 2452.273616
3931.900000    582.000000 1176.000000 4.000000    49411145.705694 4912419.929541 2829.882279
3932.900000    581.000000 1177.000000 4.000000    49411145.705694 4915181.672445 2691.529703
3933.900000    581.000000 1177.000000 4.000000    49411145.705694 4917806.613651 2559.941167
3934.900000    581.000000 1177.000000 4.000000    49411145.705694 4920593.767524 2434.785978
3935.900000    581.000000 1177.000000 4.000000    49411145.705694 4922794.722850 2315.749609
3936.900000    580.000000 1178.000000 4.000000    49411145.705694 4925653.089029 2202.532913
3937.900000    580.000000 1178.000000 4.000000    49411145.705694 4928589.355889 2094.851366
3938.900000    578.000000 1180.000000 4.000000    49411145.705694 4931733.545121 1992.434356
3939.900000    578.000000 1180.000000 4.000000    49411145.705694 4934612.669764 1895.024500
3940.900000    574.000000 1185.000000 4.000000    49411145.705694 4939799.592577 2280.321789
3941.900000    574.000000 1186.000000 4.000000    49411145.705694 4944492.877560 2646.781943
3942.900000    572.000000 1188.000000 4.000000    49411145.705694 4948238.343372 2517.381119
3943.900000    572.000000 1188.000000 4.000000    49411145.705694 4951856.090774 2394.306685
3944.900000    570.000000 1190.000000 4.000000    49411145.705694 4954121.052837 2777.249343
3945.900000    571.000000 1190.000000 4.000000    49411145.705694 4958717.791102 2641.469985
3946.900000    572.000000 1190.000000 4.000000    49411145.705694 4962607.557263 2512.328862
3947.900000    572.000000 1191.000000 4.000000    49411145.705694 4966134.521531 2389.501432
3948.900000    571.000000 1192.000000 4.000000    49411145.705694 4971944.272655 2272.679019
3949.900000    571.000000 1192.000000 4.000000    49411145.705694 4975545.575622 2161.568038
3950.900000    572.000000 1192.000000 4.000000    49411145.705694 4979352.134730 2055.889259
3951.900000    569.000000 1196.000000 4.000000    49411145.705694 4983146.192994 2443.001478
3952.900000    566.000000 1199.000000 4.000000    49411145.705694 4988603.630130 2323.563454
3953.900000    566.000000 1199.000000 4.000000    49411145.705694 4994129.024494 2209.964740
3954.900000    566.000000 1199.000000 4.000000    49411145.705694 4998411.801200 2101.919852
3955.900000    566.000000 1199.000000 4.000000    49411145.705694 5002687.798808 1999.157265
3956.900000    563.000000 1203.000000 4.000000    49411145.705694 5006960.784219 2398.918727
3957.900000    562.000000 1204.000000 4.000000    49411145.705694 5012055.324865 2281.635903
3958.900000    563.000000 1204.000000 4.000000    49411145.705694 5016790.131078 2170.087022
3959.900000    563.000000 1204.000000 4.000000    49411145.705694 5020883.089625 2063.991750
3960.900000    563.000000 1204.000000 4.000000    49411145.705694 5025058.637954 1963.083463
3961.900000    563.000000 1204.000000 4.000000    49411145.705694 5028171.130607 1867.108569
3962.900000    563.000000 1204.000000 4.000000    49411145.705694 5031615.309542 1775.825874
3963.900000    563.000000 1205.000000 4.000000    49411145.705694 5035161.627851 2181.543416
3964.900000    563.000000 1205.000000 4.000000    49411145.705694 5037306.778721 2074.888043
3965.900000    563.000000 1205.000000 4.000000    49411145.705694 5040828.216050 1973.447038
3966.900000    563.000000 1205.000000 4.000000    49411145.705694 5042172.273923 1876.965469
3967.900000    563.000000 1205.000000 4.000000    49411145.705694 5043234.719456 1785.200873
3968.900000    563.000000 1205.000000 4.000000    49411145.705694 5045765.491001 1697.922635
3969.900000    563.000000 1205.000000 4.000000    49411145.705694 5046325.960521 1614.911419
3970.900000    562.000000 1206.000000 4.000000    49411145.705694 5047470.452924 2026.033360
3971.900000    562.000000 1206.000000 4.000000    49411145.705694 5049008.026423 1926.980854
3972.900000    562.000000 1204.000000 4.000000    49411145.705694 5050735.677472 1832.771011
3973.900000    562.000000 1203.000000 4.000000    49411145.705694 5051104.809146 1743.167076
3974.900000    562.000000 1201.000000 4.000000    49411145.705694 5050439.323770 1657.943865
3975.900000    562.000000 1201.000000 4.000000    49411145.705694 5049775.564518 1576.887205
3976.900000    561.000000 1202.000000 4.000000    49411145.705694 5049907.492964 1499.793396
3977.900000    561.000000 1202.000000 4.000000    49411145.705694 5050321.326162 1426.468692
3978.900000    559.000000 1204.000000 4.000000    49411145.705694 5051077.498599 1834.673613
3979.900000    559.000000 1204.000000 4.000000    49411145.705694 5051360.931330 1744.976660
3980.900000    559.000000 1204.000000 4.000000    49411145.705694 5051813.022300 1659.664978
3981.900000    556.000000 1208.000000 4.000000    49411145.705694 5054385.626055 2061.284498
3982.900000    555.000000 1209.000000 4.000000    49411145.705694 5056201.018287 1960.508567
3983.900000    554.000000 1210.000000 4.000000    49411145.705694 5059512.659518 1864.659559
3984.900000    555.000000 1210.000000 4.000000    49411145.705694 5061082.969528 1773.496597
3985.900000    555.000000 1211.000000 4.000000    49411145.705694 5062921.331713 2184.290579
3986.900000    552.000000 1214.000000 4.000000    49411145.705694 5066068.683417 2575.000898
3987.900000    551.000000 1215.000000 4.000000    49411145.705694 5069224.807353 2449.109440
3988.900000    551.000000 1215.000000 4.000000    49411145.705694 5072825.681570 2329.372799
3989.900000    551.000000 1214.000000 4.000000    49411145.705694 5075527.729413 2215.490067
3990.900000    551.000000 1214.000000 4.000000    49411145.705694 5077085.635275 2107.175047
3991.900000    551.000000 1214.000000 4.000000    49411145.705694 5079221.408415 2004.155533
3992.900000    550.000000 1210.000000 4.000000    49411145.705694 5079853.910677 2396.247381
3993.900000    549.000000 1211.000000 4.000000    49411145.705694 5079615.668755 2279.095159
3994.900000    548.000000 1212.000000 4.000000    49411145.705694 5081251.134936 2167.670494
3995.900000    546.000000 1213.000000 4.000000    49411145.705694 5082210.552153 2544.453690
3996.900000    546.000000 1213.000000 4.000000    49411145.705694 5084257.335366 2420.055681
3997.900000    545.000000 1214.000000 4.000000    49411145.705694 5085338.443540 2301.739475
3998.900000    545.000000 1214.000000 4.000000    49411145.705694 5086392.500127 2189.207732
3999.900000    545.000000 1214.000000 4.000000    49411145.705694 5087585.112682 2082.177652
4000.900000    545.000000 1215.000000 4.000000    49411145.705694 5089301.449644 2477.880258
4001.900000    544.000000 1216.000000 4.000000    49411145.705694 5090878.330606 2356.737015
4002.900000    544.000000 1217.000000 4.000000    49411145.705694 5091638.809148 2726.702705
4003.900000    542.000000 1219.000000 4.000000    49411145.705694 5093034.134867 2593.394565
4004.900000    542.000000 1217.000000 4.000000    49411145.705694 5094604.745577 2466.603843
4005.900000    542.000000 1217.000000 4.000000    49411145.705694 5094476.411001 2346.011903
4006.900000    541.000000 1218.000000 4.000000    49411145.705694 5096459.074600 2231.315687
4007.900000    541.000000 1218.000000 4.000000    49411145.705694 5098491.859049 2122.226955
4008.900000    541.000000 1217.000000 4.000000    49411145.705694 5098545.832071 2018.471556
4009.900000    540.000000 1218.000000 4.000000    49411145.705694 5099099.633121 1919.788745
4010.900000    540.000000 1218.000000 4.000000    49411145.705694 5100103.292191 1825.930523
4011.900000    539.000000 1219.000000 4.000000    49411145.705694 5100153.205473 1736.661018
4012.900000    539.000000 1218.000000 4.000000    49411145.705694 5100987.449321 1651.755888
4013.900000    539.000000 1217.000000 4.000000    49411145.705694 5101767.963309 1571.001758
4014.900000    539.000000 1218.000000 4.000000    49411145.705694 5102315.886287 1979.381942
4015.900000    539.000000 1218.000000 4.000000    49411145.705694 5103424.476348 1882.610217
4016.900000    539.000000 1218.000000 4.000000    49411145.705694 5104577.178073 1790.569649
4017.900000    537.000000 1220.000000 4.000000    49411145.705694 5105704.423039 1703.028932
4018.900000    537.000000 1220.000000 4.000000    49411145.705694 5106693.146679 1619.768070
4019.900000    537.000000 1220.000000 4.000000    49411145.705694 5107799.489316 1540.577820
4020.900000    537.000000 1221.000000 4.000000    49411145.705694 5109858.644485 1945.605693
4021.900000    537.000000 1220.000000 4.000000    49411145.705694 5109835.624923 1850.485285
4022.900000    537.000000 1220.000000 4.000000    49411145.705694 5110447.941855 1760.015301
4023.900000    536.000000 1220.000000 4.000000    49411145.705694 5111107.708640 1673.968382
4024.900000    536.000000 1219.000000 4.000000    49411145.705694 5112171.231074 1592.128287
4025.900000    535.000000 1219.000000 4.000000    49411145.705694 5112573.532907 1514.289342
4026.900000    534.000000 1220.000000 4.000000    49411145.705694 5111517.876167 1440.255934
4027.900000    534.000000 1220.000000 4.000000    49411145.705694 5110829.281994 1369.842009
4028.900000    534.000000 1220.000000 4.000000    49411145.705694 5111410.220601 1302.870612
4029.900000    534.000000 1220.000000 4.000000    49411145.705694 5111045.811569 1239.173438
4030.900000    534.000000 1220.000000 4.000000    49411145.705694 5111436.715638 1178.590410
4031.900000    534.000000 1219.000000 4.000000    49411145.705694 5111224.731540 1120.969279
4032.900000    534.000000 1218.000000 4.000000    49411145.705694 5109898.097404 1066.165237
4033.900000    534.000000 1218.000000 4.000000    49411145.705694 5110099.633486 1014.040558
4034.900000    534.000000 1218.000000 4.000000    49411145.705694 5108301.098817 964.464247
4035.900000    534.000000 1218.000000 4.000000    49411145.705694 5107608.102076 917.311716
4036.900000    533.000000 1220.000000 4.000000    49411145.705694 5108612.781085 1362.539216
4037.900000    532.000000 1221.000000 4.000000    49411145.705694 5108785.223785 1295.924852
4038.900000    532.000000 1221.000000 4.000000    49411145.705694 5108524.467869 1232.567255
4039.900000    532.000000 1221.000000 4.000000    49411145.705694 5108695.919750 1172.307202
4040.900000    532.000000 1221.000000 4.000000    49411145.705694 5108228.140031 1114.993256
4041.900000    532.000000 1221.000000 4.000000    49411145.705694 5110184.058261 1060.481381
4042.900000    532.000000 1221.000000 4.000000    49411145.705694 5110671.697679 1008.634585
4043.900000    532.000000 1221.000000 4.000000    49411145.705694 5112641.731100 959.322572
4044.900000    532.000000 1221.000000 4.000000    49411145.705694 5112945.236610 912.421416
4045.900000    532.000000 1221.000000 4.000000    49411145.705694 5113872.132400 867.813252
4046.900000    532.000000 1221.000000 4.000000    49411145.705694 5114419.199213 825.385976
4047.900000    532.000000 1220.000000 4.000000    49411145.705694 5114245.846586 785.032963
4048.900000    532.000000 1220.000000 4.000000    49411145.705694 5113311.247521 746.652804
4049.900000    532.000000 1220.000000 4.000000    49411145.705694 5112392.732619 710.149046
4050.900000    532.000000 1220.000000 4.000000    49411145.705694 5112601.229451 675.429951
4051.900000    532.000000 1220.000000 4.000000    49411145.705694 5113019.712146 642.408269
4052.900000    532.000000 1220.000000 4.000000    49411145.705694 5112868.046382 611.001013
4053.900000    531.000000 1221.000000 4.000000    49411145.705694 5113248.213489 581.129253
4054.900000    531.000000 1221.000000 4.000000    49411145.705694 5114685.543633 552.717920
4055.900000    531.000000 1221.000000 4.000000    49411145.705694 5114381.248640 1023.195613
4056.900000    529.000000 1223.000000 4.000000    49411145.705694 5115532.330948 1453.518234
4057.900000    529.000000 1223.000000 4.000000    49411145.705694 5115783.231077 1382.455918
4058.900000    529.000000 1224.000000 4.000000    49411145.705694 5116191.072682 1809.880328
4059.900000    528.000000 1225.000000 4.000000    49411145.705694 5117320.837264 1721.395515
4060.900000    528.000000 1224.000000 4.000000    49411145.705694 5118616.576070 1637.236713
4061.900000    528.000000 1224.000000 4.000000    49411145.705694 5119995.549116 1557.192424
4062.900000    528.000000 1224.000000 4.000000    49411145.705694 5121892.905823 1481.061489
4063.900000    528.000000 1223.000000 4.000000    49411145.705694 5123280.526959 1408.652586
4064.900000    528.000000 1223.000000 4.000000    49411145.705694 5122788.530429 1339.783745
4065.900000    528.000000 1223.000000 4.000000    49411145.705694 5122896.457409 1274.281893
4066.900000    527.000000 1224.000000 4.000000    49411145.705694 5123309.137177 1211.982417
4067.900000    526.000000 1225.000000 4.000000    49411145.705694 5123713.078917 1152.728755
4068.900000    526.000000 1225.000000 4.000000    49411145.705694 5126116.292903 1096.371996
4069.900000    525.000000 1226.000000 4.000000    49411145.705694 5126955.128070 1042.770513
4070.900000    525.000000 1226.000000 4.000000    49411145.705694 5127007.744718 1476.975853
4071.900000    524.000000 1228.000000 4.000000    49411145.705694 5128093.546378 1889.952951
4072.900000    524.000000 1229.000000 4.000000    49411145.705694 5130514.169176 2285.177774
4073.900000    524.000000 1228.000000 4.000000    49411145.705694 5132072.269009 2173.455731
4074.900000    524.000000 1228.000000 4.000000    49411145.705694 5133564.979078 2067.195764
4075.900000    522.000000 1230.000000 4.000000    49411145.705694 5133158.217893 1966.130833
4076.900000    521.000000 1232.000000 4.000000    49411145.705694 5135466.946909 2365.019453
4077.900000    521.000000 1232.000000 4.000000    49411145.705694 5137985.528065 2249.393960
4078.900000    520.000000 1233.000000 4.000000    49411145.705694 5139833.274356 2139.421383
4079.900000    517.000000 1237.000000 4.000000    49411145.705694 5143379.005129 2520.011605
4080.900000    517.000000 1237.000000 4.000000    49411145.705694 5146620.189036 2396.808567
4081.900000    516.000000 1238.000000 4.000000    49411145.705694 5148789.001110 2279.628909
4082.900000    517.000000 1238.000000 4.000000    49411145.705694 5152334.459736 2168.178149
4083.900000    517.000000 1238.000000 4.000000    49411145.705694 5154280.984495 2062.176202
4084.900000    516.000000 1239.000000 4.000000    49411145.705694 5156432.757544 1961.356676
4085.900000    513.000000 1243.000000 4.000000    49411145.705694 5158707.289544 2358.003642
4086.900000    513.000000 1244.000000 4.000000    49411145.705694 5162902.934096 2723.067673
4087.900000    513.000000 1244.000000 4.000000    49411145.705694 5166464.827930 2589.937250
4088.900000    514.000000 1244.000000 4.000000    49411145.705694 5170113.899360 2463.315556
4089.900000    513.000000 1245.000000 4.000000    49411145.705694 5172958.922199 2342.884380
4090.900000    513.000000 1245.000000 4.000000    49411145.705694 5175883.610593 2228.341068
4091.900000    513.000000 1245.000000 4.000000    49411145.705694 5180039.589376 2119.397764
4092.900000    510.000000 1248.000000 4.000000    49411145.705694 5183334.608406 2015.780684
4093.900000    509.000000 1249.000000 4.000000    49411145.705694 5186898.848562 1917.229429
4094.900000    509.000000 1248.000000 4.000000    49411145.705694 5190058.091029 1823.496332
4095.900000    509.000000 1248.000000 4.000000    49411145.705694 5194543.964901 1734.345835
4096.900000    508.000000 1251.000000 4.000000    49411145.705694 5197066.360289 2627.498682
4097.900000    508.000000 1252.000000 4.000000    49411145.705694 5201598.774984 2996.540614
4098.900000    507.000000 1253.000000 4.000000    49411145.705694 5205459.681409 2850.040135
4099.900000    507.000000 1253.000000 4.000000    49411145.705694 5208535.348870 2710.702044
4100.900000    507.000000 1252.000000 4.000000    49411145.705694 5211919.946004 2578.176175
4101.900000    507.000000 1252.000000 4.000000    49411145.705694 5213536.757745 2452.129478
4102.900000    506.000000 1253.000000 4.000000    49411145.705694 5216471.209542 2332.245188
4103.900000    506.000000 1253.000000 4.000000    49411145.705694 5219136.566951 2218.222025
4104.900000    506.000000 1253.000000 4.000000    49411145.705694 5221358.148037 2109.773440
4105.900000    506.000000 1253.000000 4.000000    49411145.705694 5223045.580594 2006.626891
4106.900000    506.000000 1253.000000 4.000000    49411145.705694 5224972.759727 1908.523164
4107.900000    506.000000 1253.000000 4.000000    49411145.705694 5226312.959707 1815.215716
4108.900000    507.000000 1252.000000 4.000000    49411145.705694 5227663.161096 1726.470056
4109.900000    507.000000 1252.000000 4.000000    49411145.705694 5228073.082816 1642.063161
4110.900000    507.000000 1252.000000 4.000000    49411145.705694 5228850.625526 1561.782907
4111.900000    505.000000 1255.000000 4.000000    49411145.705694 5228831.131418 1965.774066
4112.900000    505.000000 1255.000000 4.000000    49411145.705694 5230794.366468 1869.667629
4113.900000    505.000000 1255.000000 4.000000    49411145.705694 5231959.507496 1778.259822
4114.900000    505.000000 1256.000000 4.000000    49411145.705694 5233323.753390 2186.333431
4115.900000    504.000000 1257.000000 4.000000    49411145.705694 5234407.074127 2079.443875
4116.900000    503.000000 1259.000000 4.000000    49411145.705694 5236547.923228 2455.724925
4117.900000    503.000000 1260.000000 4.000000    49411145.705694 5238952.368053 2835.664853
4118.900000    503.000000 1260.000000 4.000000    49411145.705694 5241789.299632 2697.029569
4119.900000    503.000000 1260.000000 4.000000    49411145.705694 5244155.182475 2565.172145
4120.900000    503.000000 1259.000000 4.000000    49411145.705694 5245768.585323 2439.761213
4121.900000    504.000000 1259.000000 4.000000    49411145.705694 5247750.776555 2320.481606
4122.900000    504.000000 1261.000000 4.000000    49411145.705694 5250118.418959 3177.454835
4123.900000    502.000000 1263.000000 4.000000    49411145.705694 5252565.570769 3022.109483
4124.900000    501.000000 1264.000000 4.000000    49411145.705694 5255491.631977 2874.358944
4125.900000    502.000000 1265.000000 4.000000    49411145.705694 5257468.244166 3231.331911
4126.900000    502.000000 1265.000000 4.000000    49411145.705694 5260340.476294 3073.352515
4127.900000    502.000000 1265.000000 4.000000    49411145.705694 5263095.325630 2923.096712
4128.900000    502.000000 1265.000000 4.000000    49411145.705694 5264951.945911 2780.186895
4129.900000    502.000000 1265.000000 4.000000    49411145.705694 5266974.230692 2644.263920
4130.900000    502.000000 1266.000000 4.000000    49411145.705694 5270204.477040 2995.332724
4131.900000    500.000000 1268.000000 4.000000    49411145.705694 5271906.615460 2848.891298
4132.900000    500.000000 1268.000000 4.000000    49411145.705694 5275359.532234 2709.609374
4133.900000    500.000000 1267.000000 4.000000    49411145.705694 5276097.504928 2577.136925
4134.900000    499.000000 1270.000000 4.000000    49411145.705694 5278558.615408 3431.302851
4135.900000    498.000000 1270.000000 4.000000    49411145.705694 5281208.692092 3263.546902
4136.900000    498.000000 1270.000000 4.000000    49411145.705694 5283720.168526 3103.992520
4137.900000    497.000000 1271.000000 4.000000    49411145.705694 5286186.373850 2952.238731
4138.900000    498.000000 1272.000000 4.000000    49411145.705694 5289191.820088 3290.664488
4139.900000    498.000000 1272.000000 4.000000    49411145.705694 5292083.942788 3129.784330
4140.900000    497.000000 1273.000000 4.000000    49411145.705694 5294681.490013 2976.769583
4141.900000    497.000000 1272.000000 4.000000    49411145.705694 5296671.060017 2831.235706
4142.900000    497.000000 1272.000000 4.000000    49411145.705694 5297597.454991 2692.816962
4143.900000    497.000000 1272.000000 4.000000    49411145.705694 5300430.532617 2561.165492
4144.900000    497.000000 1272.000000 4.000000    49411145.705694 5301339.970607 2435.950445
4145.900000    497.000000 1272.000000 4.000000    49411145.705694 5302595.441218 2316.857146
