#time    cd4 cd4i cd8    growth_f inflammatory_f virus_f
2599.900000    1001.000000 556.000000 4.000000    49411145.705694 2361014.574239 596.757294
2600.900000    1000.000000 557.000000 4.000000    49411145.705694 2365486.622045 567.581908
2601.900000    998.000000 560.000000 4.000000    49411145.705694 2368569.165696 1039.832902
2602.900000    997.000000 561.000000 4.000000    49411145.705694 2373469.288676 988.995607
2603.900000    996.000000 562.000000 4.000000    49411145.705694 2377363.533972 940.643741
2604.900000    996.000000 562.000000 4.000000    49411145.705694 2380650.107379 894.655791
2605.900000    995.000000 563.000000 4.000000    49411145.705694 2383708.697302 850.916186
2606.900000    995.000000 563.000000 4.000000    49411145.705694 2387085.383655 809.315005
2607.900000    995.000000 563.000000 4.000000    49411145.705694 2389846.201365 769.747700
2608.900000    997.000000 563.000000 4.000000    49411145.705694 2392056.365913 732.114835
2609.900000    997.000000 563.000000 4.000000    49411145.705694 2395191.633292 696.321837
2610.900000    998.000000 563.000000 4.000000    49411145.705694 2397577.690704 662.278753
2611.900000    998.000000 563.000000 4.000000    49411145.705694 2399611.186975 629.900031
2612.900000    999.000000 563.000000 4.000000    49411145.705694 2402456.083978 599.104301
2613.900000    999.000000 563.000000 4.000000    49411145.705694 2404910.554073 569.814170
2614.900000    1000.000000 563.000000 4.000000    49411145.705694 2406725.578617 541.956029
2615.900000    1000.000000 563.000000 4.000000    49411145.705694 2407775.005443 515.459870
2616.900000    1000.000000 563.000000 4.000000    49411145.705694 2409911.731711 490.259104
2617.900000    999.000000 564.000000 4.000000    49411145.705694 2411172.500532 466.290400
2618.900000    998.000000 565.000000 4.000000    49411145.705694 2412456.049800 443.493523
2619.900000    997.000000 566.000000 4.000000    49411145.705694 2414392.286542 421.811183
2620.900000    998.000000 566.000000 4.000000    49411145.705694 2416046.449477 401.188889
2621.900000    998.000000 566.000000 4.000000    49411145.705694 2418180.713254 381.574817
2622.900000    999.000000 566.000000 4.000000    49411145.705694 2419436.929836 362.919674
2623.900000    997.000000 568.000000 4.000000    49411145.705694 2421011.246263 345.176578
2624.900000    997.000000 568.000000 4.000000    49411145.705694 2422805.936345 328.300940
2625.900000    997.000000 568.000000 4.000000    49411145.705694 2424802.302679 312.250350
2626.900000    997.000000 568.000000 4.000000    49411145.705694 2425772.146481 296.984471
2627.900000    997.000000 568.000000 4.000000    49411145.705694 2427451.124844 282.464939
2628.900000    997.000000 568.000000 4.000000    49411145.705694 2428687.114727 268.655265
2629.900000    998.000000 568.000000 4.000000    49411145.705694 2429520.637606 255.520744
2630.900000    998.000000 568.000000 4.000000    49411145.705694 2430560.128172 243.028369
2631.900000    999.000000 568.000000 4.000000    49411145.705694 2432126.875158 231.146743
2632.900000    998.000000 569.000000 4.000000    49411145.705694 2433148.258967 219.846009
2633.900000    999.000000 569.000000 4.000000    49411145.705694 2434137.397097 209.097766
2634.900000    1000.000000 569.000000 4.000000    49411145.705694 2435285.602089 198.875004
2635.900000    1001.000000 569.000000 4.000000    49411145.705694 2435463.879547 189.152031
2636.900000    1001.000000 569.000000 4.000000    49411145.705694 2436657.843893 179.904413
2637.900000    1002.000000 569.000000 4.000000    49411145.705694 2436368.243579 171.108910
2638.900000    1003.000000 569.000000 4.000000    49411145.705694 2437280.105809 162.743417
2639.900000    1003.000000 570.000000 4.000000    49411145.705694 2438518.759744 154.786913
2640.900000    1002.000000 571.000000 4.000000    49411145.705694 2440345.487723 147.219401
2641.900000    1001.000000 572.000000 4.000000    49411145.705694 2441693.993182 140.021864
2642.900000    1000.000000 573.000000 4.000000    49411145.705694 2443541.843976 133.176213
2643.900000    1000.000000 573.000000 4.000000    49411145.705694 2446202.544820 126.665245
2644.900000    1001.000000 573.000000 4.000000    49411145.705694 2447333.874816 120.472598
2645.900000    1001.000000 573.000000 4.000000    49411145.705694 2448450.674826 114.582708
2646.900000    1003.000000 573.000000 4.000000    49411145.705694 2450880.689382 108.980775
2647.900000    1004.000000 573.000000 4.000000    49411145.705694 2452170.923083 103.652719
2648.900000    1004.000000 573.000000 4.000000    49411145.705694 2453418.187138 98.585151
2649.900000    1004.000000 573.000000 4.000000    49411145.705694 2454666.199126 93.765336
2650.900000    1004.000000 573.000000 4.000000    49411145.705694 2454782.882441 89.181161
2651.900000    1004.000000 573.000000 4.000000    49411145.705694 2455823.526484 84.821105
2652.900000    1004.000000 573.000000 4.000000    49411145.705694 2456897.348565 80.674213
2653.900000    1005.000000 573.000000 4.000000    49411145.705694 2458138.211272 76.730061
2654.900000    1004.000000 574.000000 4.000000    49411145.705694 2458018.980038 72.978738
2655.900000    1004.000000 574.000000 4.000000    49411145.705694 2458830.155690 69.410817
2656.900000    1004.000000 574.000000 4.000000    49411145.705694 2460367.252187 66.017331
2657.900000    1004.000000 574.000000 4.000000    49411145.705694 2460676.344156 62.789753
2658.900000    1004.000000 574.000000 4.000000    49411145.705694 2461591.613395 59.719970
2659.900000    1003.000000 575.000000 4.000000    49411145.705694 2462705.447369 56.800268
2660.900000    1003.000000 575.000000 4.000000    49411145.705694 2463424.568055 54.023311
2661.900000    1002.000000 576.000000 4.000000    49411145.705694 2464888.619317 51.382118
2662.900000    1002.000000 576.000000 4.000000    49411145.705694 2466988.627100 48.870053
2663.900000    1002.000000 576.000000 4.000000    49411145.705694 2467016.467880 46.480802
2664.900000    1003.000000 576.000000 4.000000    49411145.705694 2467293.722494 44.208362
2665.900000    1003.000000 576.000000 4.000000    49411145.705694 2467379.228968 42.047021
2666.900000    1003.000000 576.000000 4.000000    49411145.705694 2468576.548626 39.991348
2667.900000    1002.000000 577.000000 4.000000    49411145.705694 2469580.499234 38.036176
2668.900000    1002.000000 577.000000 4.000000    49411145.705694 2470261.557276 36.176592
2669.900000    1002.000000 577.000000 4.000000    49411145.705694 2470403.280142 34.407923
2670.900000    1002.000000 577.000000 4.000000    49411145.705694 2470996.644737 32.725724
2671.900000    1002.000000 577.000000 4.000000    49411145.705694 2472082.534491 31.125768
2672.900000    1000.000000 579.000000 4.000000    49411145.705694 2472450.030491 29.604033
2673.900000    1000.000000 579.000000 4.000000    49411145.705694 2474350.645448 28.156696
2674.900000    999.000000 580.000000 4.000000    49411145.705694 2474823.543893 26.780119
2675.900000    999.000000 581.000000 4.000000    49411145.705694 2477253.802407 25.470842
2676.900000    999.000000 581.000000 4.000000    49411145.705694 2479237.169198 24.225576
2677.900000    999.000000 581.000000 4.000000    49411145.705694 2480439.760911 23.041191
2678.900000    999.000000 581.000000 4.000000    49411145.705694 2480808.471180 21.914710
2679.900000    1001.000000 581.000000 4.000000    49411145.705694 2481331.480773 20.843303
2680.900000    1001.000000 581.000000 4.000000    49411145.705694 2482277.020770 19.824276
2681.900000    1001.000000 581.000000 4.000000    49411145.705694 2482818.949325 18.855070
2682.900000    1001.000000 581.000000 4.000000    49411145.705694 2483731.783953 17.933248
2683.900000    1000.000000 582.000000 4.000000    49411145.705694 2484963.379223 17.056494
2684.900000    1000.000000 582.000000 4.000000    49411145.705694 2485344.005868 16.222604
2685.900000    1000.000000 582.000000 4.000000    49411145.705694 2486762.848202 15.429483
2686.900000    1000.000000 582.000000 4.000000    49411145.705694 2488925.231498 14.675138
2687.900000    1000.000000 582.000000 4.000000    49411145.705694 2490055.402179 13.957672
2688.900000    1001.000000 582.000000 4.000000    49411145.705694 2491074.828117 13.275283
2689.900000    999.000000 584.000000 4.000000    49411145.705694 2492109.017919 12.626257
2690.900000    996.000000 588.000000 4.000000    49411145.705694 2495346.872325 489.953750
2691.900000    998.000000 588.000000 4.000000    49411145.705694 2498446.367269 465.999975
2692.900000    997.000000 592.000000 4.000000    49411145.705694 2502544.545794 935.754734
2693.900000    995.000000 594.000000 4.000000    49411145.705694 2507108.863292 890.005807
2694.900000    994.000000 595.000000 4.000000    49411145.705694 2512541.358336 846.493540
2695.900000    992.000000 597.000000 4.000000    49411145.705694 2517433.652716 805.108581
2696.900000    992.000000 597.000000 4.000000    49411145.705694 2523251.901367 765.746927
2697.900000    993.000000 597.000000 4.000000    49411145.705694 2527406.695724 728.309660
2698.900000    994.000000 597.000000 4.000000    49411145.705694 2531116.707073 692.702696
2699.900000    993.000000 598.000000 4.000000    49411145.705694 2534675.402265 658.836551
2700.900000    993.000000 598.000000 4.000000    49411145.705694 2538138.603734 626.626118
2701.900000    993.000000 598.000000 4.000000    49411145.705694 2541121.578837 595.990449
2702.900000    996.000000 598.000000 4.000000    49411145.705694 2543473.324781 566.852554
2703.900000    996.000000 598.000000 4.000000    49411145.705694 2546616.512182 539.139206
2704.900000    996.000000 598.000000 4.000000    49411145.705694 2548450.675767 512.780761
2705.900000    994.000000 601.000000 4.000000    49411145.705694 2550178.675664 970.471300
2706.900000    993.000000 602.000000 4.000000    49411145.705694 2553796.780388 923.025085
2707.900000    992.000000 603.000000 4.000000    49411145.705694 2556899.081845 877.898509
2708.900000    988.000000 608.000000 4.000000    49411145.705694 2561049.135240 1329.990665
2709.900000    988.000000 608.000000 4.000000    49411145.705694 2565338.218518 1264.967595
2710.900000    988.000000 609.000000 4.000000    49411145.705694 2570528.220034 1203.123494
2711.900000    989.000000 609.000000 4.000000    49411145.705694 2574740.924267 1144.302944
2712.900000    988.000000 610.000000 4.000000    49411145.705694 2578298.455054 1088.358122
2713.900000    988.000000 610.000000 4.000000    49411145.705694 2581843.246594 1035.148435
2714.900000    990.000000 612.000000 4.000000    49411145.705694 2585107.218855 984.540164
2715.900000    991.000000 612.000000 4.000000    49411145.705694 2588900.863077 936.406123
2716.900000    988.000000 615.000000 4.000000    49411145.705694 2593384.289724 890.625350
2717.900000    989.000000 615.000000 4.000000    49411145.705694 2597049.407266 847.082793
2718.900000    988.000000 616.000000 4.000000    49411145.705694 2601382.410876 805.669026
2719.900000    987.000000 619.000000 4.000000    49411145.705694 2605657.590420 1258.817410
2720.900000    987.000000 619.000000 4.000000    49411145.705694 2610909.234550 1197.273991
2721.900000    988.000000 620.000000 4.000000    49411145.705694 2617001.728158 1138.739422
2722.900000    986.000000 622.000000 4.000000    49411145.705694 2620990.213258 1083.066600
2723.900000    986.000000 623.000000 4.000000    49411145.705694 2625377.539994 1030.115615
2724.900000    987.000000 624.000000 4.000000    49411145.705694 2629802.346094 979.753397
2725.900000    988.000000 624.000000 4.000000    49411145.705694 2634011.926358 931.853381
2726.900000    988.000000 625.000000 4.000000    49411145.705694 2638534.030899 886.295191
2727.900000    988.000000 625.000000 4.000000    49411145.705694 2642624.690883 842.964335
2728.900000    988.000000 625.000000 4.000000    49411145.705694 2646243.705538 801.751918
2729.900000    988.000000 625.000000 4.000000    49411145.705694 2649148.889272 762.554372
2730.900000    988.000000 625.000000 4.000000    49411145.705694 2652445.598448 725.273188
2731.900000    987.000000 626.000000 4.000000    49411145.705694 2654952.446494 689.814676
2732.900000    983.000000 632.000000 4.000000    49411145.705694 2659582.299158 1141.275982
2733.900000    982.000000 633.000000 4.000000    49411145.705694 2665700.988677 1085.479148
2734.900000    980.000000 635.000000 4.000000    49411145.705694 2671514.314742 1032.410214
2735.900000    980.000000 635.000000 4.000000    49411145.705694 2677012.980719 981.935813
2736.900000    980.000000 635.000000 4.000000    49411145.705694 2681010.637097 933.929099
2737.900000    979.000000 636.000000 4.000000    49411145.705694 2685491.077017 888.269428
2738.900000    979.000000 636.000000 4.000000    49411145.705694 2688924.433211 844.842051
2739.900000    979.000000 636.000000 4.000000    49411145.705694 2692744.589999 803.537833
2740.900000    980.000000 636.000000 4.000000    49411145.705694 2695871.104213 764.252974
2741.900000    980.000000 636.000000 4.000000    49411145.705694 2699361.261983 726.888745
2742.900000    979.000000 637.000000 4.000000    49411145.705694 2702018.252596 691.351250
2743.900000    979.000000 637.000000 4.000000    49411145.705694 2705066.590580 657.551177
2744.900000    979.000000 637.000000 4.000000    49411145.705694 2708573.649392 625.403586
2745.900000    980.000000 637.000000 4.000000    49411145.705694 2711163.245279 594.827686
2746.900000    980.000000 638.000000 4.000000    49411145.705694 2713481.084923 565.746638
2747.900000    980.000000 638.000000 4.000000    49411145.705694 2715357.618037 538.087359
2748.900000    980.000000 638.000000 4.000000    49411145.705694 2717236.203404 511.780338
2749.900000    979.000000 639.000000 4.000000    49411145.705694 2719851.655885 486.759464
2750.900000    980.000000 640.000000 4.000000    49411145.705694 2722492.928368 462.961857
2751.900000    980.000000 640.000000 4.000000    49411145.705694 2724793.605972 440.327713
2752.900000    980.000000 640.000000 4.000000    49411145.705694 2726868.896800 418.800148
2753.900000    980.000000 640.000000 4.000000    49411145.705694 2728404.102354 398.325064
2754.900000    980.000000 640.000000 4.000000    49411145.705694 2731005.342025 378.851003
2755.900000    980.000000 641.000000 4.000000    49411145.705694 2733191.603800 360.329027
2756.900000    980.000000 641.000000 4.000000    49411145.705694 2735276.566012 342.712588
2757.900000    981.000000 641.000000 4.000000    49411145.705694 2736986.851300 325.957414
2758.900000    981.000000 641.000000 4.000000    49411145.705694 2738727.579010 310.021399
2759.900000    981.000000 641.000000 4.000000    49411145.705694 2740354.191051 294.864493
2760.900000    981.000000 641.000000 4.000000    49411145.705694 2741031.494063 280.448606
2761.900000    981.000000 641.000000 4.000000    49411145.705694 2741622.594603 266.737511
2762.900000    980.000000 642.000000 4.000000    49411145.705694 2742970.901533 253.696749
2763.900000    980.000000 642.000000 4.000000    49411145.705694 2743878.727969 241.293548
2764.900000    979.000000 643.000000 4.000000    49411145.705694 2745796.084467 229.496738
2765.900000    979.000000 643.000000 4.000000    49411145.705694 2747299.437129 218.276672
2766.900000    980.000000 643.000000 4.000000    49411145.705694 2749147.622166 207.605154
2767.900000    980.000000 643.000000 4.000000    49411145.705694 2750488.042050 197.455365
2768.900000    980.000000 643.000000 4.000000    49411145.705694 2751364.476817 187.801798
2769.900000    977.000000 647.000000 4.000000    49411145.705694 2752589.571546 676.120193
2770.900000    976.000000 648.000000 4.000000    49411145.705694 2755753.643651 643.064765
2771.900000    977.000000 648.000000 4.000000    49411145.705694 2758507.928738 611.625412
2772.900000    976.000000 649.000000 4.000000    49411145.705694 2760726.918999 581.723126
2773.900000    976.000000 649.000000 4.000000    49411145.705694 2763273.011536 553.282758
2774.900000    975.000000 650.000000 4.000000    49411145.705694 2765413.464249 526.232836
2775.900000    975.000000 650.000000 4.000000    49411145.705694 2767398.663982 500.505381
2776.900000    972.000000 655.000000 4.000000    49411145.705694 2771013.406494 966.110489
2777.900000    973.000000 655.000000 4.000000    49411145.705694 2775890.447156 918.877473
2778.900000    973.000000 655.000000 4.000000    49411145.705694 2779246.819619 873.953673
2779.900000    973.000000 655.000000 4.000000    49411145.705694 2782724.830313 831.226192
2780.900000    974.000000 656.000000 4.000000    49411145.705694 2785390.328884 790.587652
2781.900000    973.000000 657.000000 4.000000    49411145.705694 2788475.247997 751.935925
2782.900000    972.000000 658.000000 4.000000    49411145.705694 2791175.585283 715.173876
2783.900000    971.000000 660.000000 4.000000    49411145.705694 2793812.242580 1180.209118
2784.900000    971.000000 660.000000 4.000000    49411145.705694 2796520.118321 1122.508848
2785.900000    970.000000 661.000000 4.000000    49411145.705694 2799820.579939 1067.629537
2786.900000    970.000000 662.000000 4.000000    49411145.705694 2802688.837533 1015.433268
2787.900000    970.000000 662.000000 4.000000    49411145.705694 2805446.590667 965.788868
2788.900000    970.000000 662.000000 4.000000    49411145.705694 2808404.364685 918.571577
2789.900000    970.000000 662.000000 4.000000    49411145.705694 2811469.393542 873.662732
2790.900000    970.000000 662.000000 4.000000    49411145.705694 2813393.737105 830.949475
2791.900000    969.000000 663.000000 4.000000    49411145.705694 2815673.060307 790.324464
2792.900000    970.000000 663.000000 4.000000    49411145.705694 2818807.540829 751.685604
2793.900000    971.000000 663.000000 4.000000    49411145.705694 2821181.126417 714.935793
2794.900000    971.000000 663.000000 4.000000    49411145.705694 2823825.516190 679.982675
2795.900000    970.000000 664.000000 4.000000    49411145.705694 2826283.379951 646.738411
2796.900000    970.000000 664.000000 4.000000    49411145.705694 2828319.478245 615.119454
2797.900000    970.000000 664.000000 4.000000    49411145.705694 2829509.013362 585.046344
2798.900000    970.000000 664.000000 4.000000    49411145.705694 2831005.837811 556.443505
2799.900000    971.000000 664.000000 4.000000    49411145.705694 2833344.154735 529.239055
2800.900000    972.000000 664.000000 4.000000    49411145.705694 2834558.058594 503.364626
2801.900000    972.000000 664.000000 4.000000    49411145.705694 2836830.768913 478.755195
2802.900000    973.000000 664.000000 4.000000    49411145.705694 2836890.746776 455.348916
2803.900000    973.000000 664.000000 4.000000    49411145.705694 2838116.404517 433.086967
2804.900000    971.000000 667.000000 4.000000    49411145.705694 2839853.198609 909.413402
2805.900000    971.000000 668.000000 4.000000    49411145.705694 2841755.529697 864.952299
2806.900000    969.000000 670.000000 4.000000    49411145.705694 2845056.581535 822.664894
2807.900000    968.000000 671.000000 4.000000    49411145.705694 2847971.969395 782.444915
2808.900000    969.000000 671.000000 4.000000    49411145.705694 2850706.028953 744.191285
2809.900000    969.000000 671.000000 4.000000    49411145.705694 2853541.083339 707.807870
2810.900000    969.000000 671.000000 4.000000    49411145.705694 2855867.729378 673.203236
2811.900000    969.000000 671.000000 4.000000    49411145.705694 2857947.844849 640.290417
2812.900000    969.000000 671.000000 4.000000    49411145.705694 2860737.443782 608.986702
2813.900000    970.000000 671.000000 4.000000    49411145.705694 2862978.313015 579.213422
2814.900000    970.000000 671.000000 4.000000    49411145.705694 2864498.722789 550.895753
2815.900000    970.000000 671.000000 4.000000    49411145.705694 2865388.564767 523.962532
2816.900000    969.000000 672.000000 4.000000    49411145.705694 2866755.275993 498.346072
2817.900000    969.000000 672.000000 4.000000    49411145.705694 2867678.140033 473.981998
2818.900000    969.000000 672.000000 4.000000    49411145.705694 2869261.878362 450.809080
2819.900000    969.000000 672.000000 4.000000    49411145.705694 2870029.537475 428.769083
2820.900000    969.000000 672.000000 4.000000    49411145.705694 2870492.094737 407.806618
2821.900000    969.000000 672.000000 4.000000    49411145.705694 2872196.849100 387.869006
2822.900000    970.000000 672.000000 4.000000    49411145.705694 2872830.844871 368.906141
2823.900000    971.000000 672.000000 4.000000    49411145.705694 2872510.078611 350.870367
2824.900000    971.000000 672.000000 4.000000    49411145.705694 2872744.678059 333.716361
2825.900000    971.000000 672.000000 4.000000    49411145.705694 2873008.539109 317.401012
2826.900000    970.000000 673.000000 4.000000    49411145.705694 2873269.108013 301.883318
2827.900000    971.000000 673.000000 4.000000    49411145.705694 2873552.130929 287.124282
2828.900000    971.000000 673.000000 4.000000    49411145.705694 2874317.019096 273.086813
2829.900000    972.000000 673.000000 4.000000    49411145.705694 2875160.180289 259.735634
2830.900000    971.000000 674.000000 4.000000    49411145.705694 2876767.020283 247.037193
2831.900000    971.000000 674.000000 4.000000    49411145.705694 2878295.954981 234.959577
2832.900000    971.000000 674.000000 4.000000    49411145.705694 2878534.509808 223.472434
2833.900000    970.000000 675.000000 4.000000    49411145.705694 2880258.245189 212.546896
2834.900000    971.000000 675.000000 4.000000    49411145.705694 2881892.238633 202.155506
2835.900000    970.000000 676.000000 4.000000    49411145.705694 2884518.904160 192.272149
2836.900000    970.000000 676.000000 4.000000    49411145.705694 2886608.288730 182.871989
2837.900000    971.000000 676.000000 4.000000    49411145.705694 2888247.494852 173.931401
2838.900000    973.000000 676.000000 4.000000    49411145.705694 2889629.500166 165.427918
2839.900000    973.000000 676.000000 4.000000    49411145.705694 2890479.874390 157.340169
2840.900000    974.000000 676.000000 4.000000    49411145.705694 2891079.467429 149.647828
2841.900000    973.000000 677.000000 4.000000    49411145.705694 2892085.687753 142.331565
2842.900000    973.000000 677.000000 4.000000    49411145.705694 2894025.740088 135.372994
2843.900000    973.000000 677.000000 4.000000    49411145.705694 2895891.192938 128.754626
2844.900000    973.000000 677.000000 4.000000    49411145.705694 2897044.370486 122.459829
2845.900000    973.000000 677.000000 4.000000    49411145.705694 2897555.507325 116.472784
2846.900000    973.000000 677.000000 4.000000    49411145.705694 2897752.756013 110.778445
2847.900000    973.000000 677.000000 4.000000    49411145.705694 2897636.422327 105.362501
2848.900000    975.000000 677.000000 4.000000    49411145.705694 2897019.330454 100.211342
2849.900000    975.000000 677.000000 4.000000    49411145.705694 2896898.962613 95.312023
2850.900000    974.000000 679.000000 4.000000    49411145.705694 2896117.004003 590.652230
2851.900000    973.000000 680.000000 4.000000    49411145.705694 2897194.271091 561.775320
2852.900000    973.000000 680.000000 4.000000    49411145.705694 2898518.211547 534.310198
2853.900000    973.000000 680.000000 4.000000    49411145.705694 2899086.308702 508.187842
2854.900000    973.000000 680.000000 4.000000    49411145.705694 2899335.094548 483.342605
2855.900000    974.000000 680.000000 4.000000    49411145.705694 2900753.966105 459.712048
2856.900000    974.000000 680.000000 4.000000    49411145.705694 2902632.848464 437.236786
2857.900000    974.000000 680.000000 4.000000    49411145.705694 2903550.227537 415.860336
2858.900000    974.000000 680.000000 4.000000    49411145.705694 2904431.592988 395.528979
2859.900000    974.000000 680.000000 4.000000    49411145.705694 2904339.998125 376.191618
2860.900000    973.000000 681.000000 4.000000    49411145.705694 2906076.814065 357.799659
2861.900000    973.000000 682.000000 4.000000    49411145.705694 2907542.695374 825.493135
2862.900000    973.000000 682.000000 4.000000    49411145.705694 2907975.329408 785.134884
2863.900000    970.000000 688.000000 4.000000    49411145.705694 2910857.491733 1721.998495
2864.900000    969.000000 689.000000 4.000000    49411145.705694 2914806.283019 1637.810213
2865.900000    969.000000 689.000000 4.000000    49411145.705694 2919469.696585 1557.737885
2866.900000    970.000000 689.000000 4.000000    49411145.705694 2922701.554281 1481.580283
2867.900000    968.000000 691.000000 4.000000    49411145.705694 2925641.050248 1409.146017
2868.900000    967.000000 692.000000 4.000000    49411145.705694 2929166.648210 1340.253052
2869.900000    966.000000 694.000000 4.000000    49411145.705694 2932492.059101 1274.728255
2870.900000    965.000000 695.000000 4.000000    49411145.705694 2936544.166048 1212.406957
2871.900000    964.000000 696.000000 4.000000    49411145.705694 2939906.927559 1153.132539
2872.900000    964.000000 696.000000 4.000000    49411145.705694 2943483.534238 1096.756039
2873.900000    965.000000 696.000000 4.000000    49411145.705694 2947425.516255 1043.135780
2874.900000    966.000000 696.000000 4.000000    49411145.705694 2950795.110297 992.137008
2875.900000    966.000000 696.000000 4.000000    49411145.705694 2953649.619150 943.631559
2876.900000    966.000000 696.000000 4.000000    49411145.705694 2955645.792304 897.497535
2877.900000    966.000000 696.000000 4.000000    49411145.705694 2957126.451503 853.618998
2878.900000    966.000000 697.000000 4.000000    49411145.705694 2958063.941462 811.885676
2879.900000    965.000000 698.000000 4.000000    49411145.705694 2961481.401611 772.192691
2880.900000    965.000000 698.000000 4.000000    49411145.705694 2963575.857125 734.440291
2881.900000    965.000000 698.000000 4.000000    49411145.705694 2965703.979675 698.533601
2882.900000    967.000000 698.000000 4.000000    49411145.705694 2967367.229603 664.382385
2883.900000    967.000000 698.000000 4.000000    49411145.705694 2968232.875163 631.900817
2884.900000    968.000000 698.000000 4.000000    49411145.705694 2968930.806491 601.007268
2885.900000    968.000000 698.000000 4.000000    49411145.705694 2970020.949457 571.624101
2886.900000    968.000000 698.000000 4.000000    49411145.705694 2970813.810830 543.677473
2887.900000    967.000000 699.000000 4.000000    49411145.705694 2970888.083671 517.097153
2888.900000    966.000000 700.000000 4.000000    49411145.705694 2972138.773220 491.816340
2889.900000    966.000000 700.000000 4.000000    49411145.705694 2973072.245719 467.771504
2890.900000    966.000000 700.000000 4.000000    49411145.705694 2974885.810057 444.902216
2891.900000    966.000000 700.000000 4.000000    49411145.705694 2976377.116555 423.151005
2892.900000    967.000000 700.000000 4.000000    49411145.705694 2977096.968102 402.463207
2893.900000    967.000000 700.000000 4.000000    49411145.705694 2978372.428509 382.786834
2894.900000    966.000000 701.000000 4.000000    49411145.705694 2979781.655332 364.072435
2895.900000    967.000000 701.000000 4.000000    49411145.705694 2980723.756271 346.272981
2896.900000    961.000000 708.000000 4.000000    49411145.705694 2984593.809630 807.288530
2897.900000    962.000000 708.000000 4.000000    49411145.705694 2988207.940833 767.820299
2898.900000    963.000000 708.000000 4.000000    49411145.705694 2992684.927505 730.281664
2899.900000    963.000000 708.000000 4.000000    49411145.705694 2995636.693885 694.578289
2900.900000    963.000000 708.000000 4.000000    49411145.705694 2998806.205342 660.620447
2901.900000    962.000000 709.000000 4.000000    49411145.705694 3001050.377209 628.322800
2902.900000    959.000000 714.000000 4.000000    49411145.705694 3003959.421878 1080.364503
2903.900000    959.000000 714.000000 4.000000    49411145.705694 3009012.830785 1027.545624
2904.900000    959.000000 714.000000 4.000000    49411145.705694 3013545.172818 977.309052
2905.900000    957.000000 717.000000 4.000000    49411145.705694 3018164.098890 1422.065978
2906.900000    956.000000 718.000000 4.000000    49411145.705694 3022455.590093 1352.541358
2907.900000    956.000000 718.000000 4.000000    49411145.705694 3026782.372341 1286.415787
2908.900000    956.000000 718.000000 4.000000    49411145.705694 3030003.869805 1223.523087
2909.900000    955.000000 719.000000 4.000000    49411145.705694 3034160.685613 1163.705203
2910.900000    955.000000 720.000000 4.000000    49411145.705694 3036746.739749 1589.572131
2911.900000    955.000000 720.000000 4.000000    49411145.705694 3040767.529607 1511.858157
2912.900000    956.000000 720.000000 4.000000    49411145.705694 3043649.429540 1437.943609
2913.900000    955.000000 721.000000 4.000000    49411145.705694 3047140.938656 1367.642733
2914.900000    955.000000 721.000000 4.000000    49411145.705694 3049698.290785 1300.778859
2915.900000    955.000000 721.000000 4.000000    49411145.705694 3052717.937034 1237.183950
2916.900000    955.000000 721.000000 4.000000    49411145.705694 3055044.237901 1176.698188
2917.900000    956.000000 721.000000 4.000000    49411145.705694 3057194.125007 1119.169567
2918.900000    955.000000 724.000000 4.000000    49411145.705694 3060920.566108 1554.528263
2919.900000    955.000000 724.000000 4.000000    49411145.705694 3063407.217945 1478.527579
2920.900000    953.000000 726.000000 4.000000    49411145.705694 3066803.294563 1406.242559
2921.900000    952.000000 727.000000 4.000000    49411145.705694 3070254.307626 1337.491544
2922.900000    952.000000 727.000000 4.000000    49411145.705694 3073198.688050 1272.101757
2923.900000    953.000000 727.000000 4.000000    49411145.705694 3076870.409369 1209.908868
2924.900000    953.000000 727.000000 4.000000    49411145.705694 3079790.986563 1150.756581
2925.900000    953.000000 728.000000 4.000000    49411145.705694 3081588.592763 1594.496242
2926.900000    952.000000 731.000000 4.000000    49411145.705694 3084123.258925 2009.078966
2927.900000    952.000000 731.000000 4.000000    49411145.705694 3087158.174251 1910.855358
2928.900000    951.000000 732.000000 4.000000    49411145.705694 3090069.539035 1817.433888
2929.900000    950.000000 733.000000 4.000000    49411145.705694 3093358.686302 1728.579783
2930.900000    950.000000 733.000000 4.000000    49411145.705694 3096197.616749 1644.069743
2931.900000    948.000000 735.000000 4.000000    49411145.705694 3099704.391916 1563.691387
2932.900000    943.000000 741.000000 4.000000    49411145.705694 3103670.914676 1982.255220
2933.900000    942.000000 742.000000 4.000000    49411145.705694 3109251.107099 1885.343020
2934.900000    942.000000 742.000000 4.000000    49411145.705694 3114769.358267 1793.168846
2935.900000    942.000000 743.000000 4.000000    49411145.705694 3119266.663692 1705.501055
2936.900000    941.000000 744.000000 4.000000    49411145.705694 3123024.036141 1622.119331
2937.900000    941.000000 744.000000 4.000000    49411145.705694 3127281.124409 1542.814129
2938.900000    940.000000 745.000000 4.000000    49411145.705694 3132056.545276 1467.386147
2939.900000    939.000000 746.000000 4.000000    49411145.705694 3137091.958408 1395.645830
2940.900000    939.000000 746.000000 4.000000    49411145.705694 3141247.767408 1327.412887
2941.900000    938.000000 745.000000 4.000000    49411145.705694 3143940.583071 1262.515844
2942.900000    938.000000 745.000000 4.000000    49411145.705694 3146476.028036 1200.791610
2943.900000    937.000000 746.000000 4.000000    49411145.705694 3148874.565699 1142.085064
2944.900000    936.000000 746.000000 4.000000    49411145.705694 3151536.804290 1086.248675
