#time    cd4 cd4i cd8    growth_f inflammatory_f virus_f
363.900000    189.000000 7.000000 1.000000    49411145.705687 33618.079833 0.100000
364.900000    189.000000 7.000000 1.000000    49411145.705688 33554.367025 0.100000
365.900000    189.000000 7.000000 1.000000    49411145.705688 33383.794670 0.100000
366.900000    189.000000 7.000000 1.000000    49411145.705689 33375.177928 0.100000
367.900000    189.000000 7.000000 1.000000    49411145.705689 33323.993366 0.100000
368.900000    189.000000 7.000000 1.000000    49411145.705689 33456.754334 0.100000
369.900000    190.000000 7.000000 1.000000    49411145.705690 33412.470579 0.100000
370.900000    190.000000 7.000000 1.000000    49411145.705690 33372.442465 0.100000
371.900000    190.000000 7.000000 1.000000    49411145.705690 33414.704609 0.100000
372.900000    190.000000 7.000000 1.000000    49411145.705691 33451.705138 0.100000
373.900000    190.000000 7.000000 1.000000    49411145.705691 33523.209881 0.100000
374.900000    190.000000 7.000000 1.000000    49411145.705691 33650.036653 0.100000
375.900000    190.000000 7.000000 1.000000    49411145.705691 33751.503678 0.100000
376.900000    190.000000 7.000000 1.000000    49411145.705691 33873.802807 0.100000
377.900000    190.000000 7.000000 1.000000    49411145.705692 33844.370949 0.100000
378.900000    190.000000 7.000000 1.000000    49411145.705692 33790.740575 0.100000
379.900000    190.000000 7.000000 1.000000    49411145.705692 33803.203236 0.100000
380.900000    190.000000 7.000000 1.000000    49411145.705692 33672.045953 0.100000
381.900000    190.000000 7.000000 1.000000    49411145.705692 33581.660695 0.100000
382.900000    190.000000 7.000000 1.000000    49411145.705692 33534.424658 0.100000
383.900000    190.000000 7.000000 1.000000    49411145.705692 33427.101375 0.100000
384.900000    190.000000 7.000000 1.000000    49411145.705693 33406.064334 0.100000
385.900000    190.000000 7.000000 1.000000    49411145.705693 33391.580750 0.100000
386.900000    190.000000 7.000000 1.000000    49411145.705693 33713.858290 0.100000
387.900000    190.000000 7.000000 1.000000    49411145.705693 33995.778085 0.100000
388.900000    190.000000 7.000000 1.000000    49411145.705693 34290.462532 0.100000
389.900000    190.000000 7.000000 1.000000    49411145.705693 34337.574630 0.100000
390.900000    190.000000 7.000000 1.000000    49411145.705693 34358.258175 0.100000
391.900000    190.000000 7.000000 1.000000    49411145.705693 34322.146383 0.100000
392.900000    190.000000 7.000000 1.000000    49411145.705693 34294.540648 0.100000
393.900000    190.000000 7.000000 1.000000    49411145.705693 34244.934111 0.100000
394.900000    190.000000 7.000000 1.000000    49411145.705693 34297.755304 0.100000
395.900000    190.000000 7.000000 1.000000    49411145.705693 34132.352431 0.100000
396.900000    190.000000 7.000000 1.000000    49411145.705694 33971.160434 0.100000
397.900000    190.000000 7.000000 1.000000    49411145.705694 34078.868899 0.100000
398.900000    190.000000 6.000000 1.000000    49411145.705694 33708.479867 0.100000
399.900000    190.000000 6.000000 1.000000    49411145.705694 33219.499816 0.100000
400.900000    190.000000 6.000000 1.000000    49411145.705694 32751.299840 0.100000
401.900000    190.000000 6.000000 1.000000    49411145.705694 32363.681393 0.100000
402.900000    190.000000 6.000000 1.000000    49411145.705694 32009.168976 0.100000
403.900000    190.000000 6.000000 1.000000    49411145.705694 31648.518862 0.100000
404.900000    190.000000 6.000000 1.000000    49411145.705694 31469.728247 0.100000
405.900000    190.000000 6.000000 1.000000    49411145.705694 31261.404738 0.100000
406.900000    190.000000 6.000000 1.000000    49411145.705694 31098.239133 0.100000
407.900000    190.000000 6.000000 1.000000    49411145.705694 30908.346995 0.100000
408.900000    190.000000 6.000000 1.000000    49411145.705694 30664.603768 0.100000
409.900000    190.000000 6.000000 1.000000    49411145.705694 30516.328171 0.100000
410.900000    190.000000 6.000000 1.000000    49411145.705694 30451.238029 0.100000
411.900000    190.000000 6.000000 1.000000    49411145.705694 30351.168974 0.100000
412.900000    190.000000 6.000000 1.000000    49411145.705694 30143.024126 0.100000
413.900000    190.000000 6.000000 1.000000    49411145.705694 29985.120866 0.100000
414.900000    190.000000 6.000000 1.000000    49411145.705694 29913.678745 0.100000
415.900000    190.000000 6.000000 1.000000    49411145.705694 29995.877781 0.100000
416.900000    190.000000 6.000000 1.000000    49411145.705694 30136.242903 0.100000
417.900000    190.000000 5.000000 1.000000    49411145.705694 29906.403787 0.100000
418.900000    190.000000 5.000000 1.000000    49411145.705694 29265.962618 0.100000
419.900000    190.000000 5.000000 1.000000    49411145.705694 28865.895711 0.100000
420.900000    190.000000 5.000000 1.000000    49411145.705694 28337.374359 0.100000
421.900000    190.000000 5.000000 1.000000    49411145.705694 27984.833768 0.100000
422.900000    190.000000 5.000000 1.000000    49411145.705694 27604.606193 0.100000
423.900000    190.000000 5.000000 1.000000    49411145.705694 27281.882714 0.100000
424.900000    190.000000 5.000000 1.000000    49411145.705694 26907.592302 0.100000
425.900000    190.000000 5.000000 1.000000    49411145.705694 26658.112585 0.100000
426.900000    190.000000 5.000000 1.000000    49411145.705694 26493.337430 0.100000
427.900000    190.000000 5.000000 1.000000    49411145.705694 26322.097585 0.100000
428.900000    190.000000 5.000000 1.000000    49411145.705694 26007.051025 0.100000
429.900000    190.000000 5.000000 1.000000    49411145.705694 25722.076356 0.100000
430.900000    190.000000 5.000000 1.000000    49411145.705694 25437.192883 0.100000
431.900000    191.000000 5.000000 1.000000    49411145.705694 25132.160140 0.100000
432.900000    191.000000 5.000000 1.000000    49411145.705694 24881.415622 0.100000
433.900000    192.000000 5.000000 1.000000    49411145.705694 24750.590157 0.100000
434.900000    195.000000 5.000000 1.000000    49411145.705694 24645.560448 0.100000
435.900000    197.000000 5.000000 1.000000    49411145.705694 24504.352822 0.100000
436.900000    200.000000 5.000000 1.000000    49411145.705694 24473.572432 0.100000
437.900000    200.000000 5.000000 1.000000    49411145.705694 24415.281550 0.100000
438.900000    200.000000 5.000000 1.000000    49411145.705694 24260.875007 0.100000
439.900000    202.000000 5.000000 1.000000    49411145.705694 24194.652706 0.100000
440.900000    203.000000 5.000000 1.000000    49411145.705694 24231.681465 0.100000
441.900000    204.000000 5.000000 1.000000    49411145.705694 24212.542767 0.100000
442.900000    204.000000 5.000000 1.000000    49411145.705694 24253.159016 0.100000
443.900000    204.000000 5.000000 1.000000    49411145.705694 24158.282128 0.100000
444.900000    204.000000 5.000000 1.000000    49411145.705694 24205.981986 0.100000
445.900000    204.000000 5.000000 1.000000    49411145.705694 24139.362374 0.100000
446.900000    204.000000 5.000000 1.000000    49411145.705694 23995.986348 0.100000
447.900000    204.000000 4.000000 1.000000    49411145.705694 23779.062826 0.100000
448.900000    205.000000 4.000000 1.000000    49411145.705694 23392.615109 0.100000
449.900000    207.000000 4.000000 1.000000    49411145.705694 23077.705989 0.100000
450.900000    209.000000 4.000000 1.000000    49411145.705694 22683.289273 0.100000
451.900000    209.000000 4.000000 1.000000    49411145.705694 22347.077307 0.100000
452.900000    210.000000 4.000000 1.000000    49411145.705694 22097.342079 0.100000
453.900000    210.000000 4.000000 1.000000    49411145.705694 21714.502200 0.100000
454.900000    211.000000 4.000000 1.000000    49411145.705694 21372.723234 0.100000
455.900000    212.000000 4.000000 1.000000    49411145.705694 21101.182870 0.100000
456.900000    213.000000 4.000000 1.000000    49411145.705694 20977.065671 0.100000
457.900000    213.000000 4.000000 1.000000    49411145.705694 20814.260114 0.100000
458.900000    214.000000 4.000000 1.000000    49411145.705694 20616.642786 0.100000
459.900000    214.000000 4.000000 1.000000    49411145.705694 20427.328801 0.100000
460.900000    214.000000 4.000000 1.000000    49411145.705694 20341.362281 0.100000
461.900000    214.000000 4.000000 1.000000    49411145.705694 20329.678758 0.100000
462.900000    216.000000 4.000000 1.000000    49411145.705694 20243.047140 0.100000
463.900000    216.000000 4.000000 1.000000    49411145.705694 20330.989593 0.100000
464.900000    216.000000 4.000000 1.000000    49411145.705694 20273.244192 0.100000
465.900000    216.000000 4.000000 1.000000    49411145.705694 20211.674261 0.100000
466.900000    216.000000 4.000000 1.000000    49411145.705694 20179.072645 0.100000
467.900000    216.000000 4.000000 1.000000    49411145.705694 20062.525001 0.100000
468.900000    216.000000 4.000000 1.000000    49411145.705694 20082.931479 0.100000
469.900000    216.000000 4.000000 1.000000    49411145.705694 19994.614821 0.100000
470.900000    217.000000 4.000000 1.000000    49411145.705694 20012.186371 0.100000
471.900000    217.000000 4.000000 1.000000    49411145.705694 19828.004238 0.100000
472.900000    217.000000 4.000000 1.000000    49411145.705694 19755.976060 0.100000
473.900000    217.000000 4.000000 1.000000    49411145.705694 19806.982008 0.100000
474.900000    217.000000 4.000000 1.000000    49411145.705694 19913.814529 0.100000
475.900000    217.000000 4.000000 1.000000    49411145.705694 19999.933089 0.100000
476.900000    218.000000 4.000000 1.000000    49411145.705694 19965.050643 0.100000
477.900000    219.000000 4.000000 1.000000    49411145.705694 19990.267707 0.100000
478.900000    219.000000 4.000000 1.000000    49411145.705694 19969.017935 0.100000
479.900000    220.000000 4.000000 1.000000    49411145.705694 19981.358902 0.100000
480.900000    222.000000 4.000000 1.000000    49411145.705694 19844.024607 0.100000
481.900000    225.000000 4.000000 1.000000    49411145.705694 19744.792056 0.100000
482.900000    225.000000 4.000000 1.000000    49411145.705694 19720.093757 0.100000
483.900000    225.000000 4.000000 1.000000    49411145.705694 19592.552494 0.100000
484.900000    225.000000 4.000000 1.000000    49411145.705694 19597.933582 0.100000
485.900000    225.000000 4.000000 1.000000    49411145.705694 19522.768353 0.100000
486.900000    227.000000 4.000000 1.000000    49411145.705694 19443.571871 0.100000
487.900000    228.000000 4.000000 1.000000    49411145.705694 19380.778482 0.100000
488.900000    228.000000 4.000000 1.000000    49411145.705694 19290.029415 0.100000
489.900000    228.000000 4.000000 1.000000    49411145.705694 19231.696940 0.100000
490.900000    228.000000 4.000000 2.000000    49411145.705694 19141.772935 0.100000
491.900000    228.000000 4.000000 2.000000    49411145.705694 19122.494668 0.100000
492.900000    229.000000 4.000000 2.000000    49411145.705694 19079.667315 0.100000
493.900000    230.000000 4.000000 2.000000    49411145.705694 19029.310680 0.100000
494.900000    230.000000 4.000000 2.000000    49411145.705694 19029.150607 0.100000
495.900000    230.000000 4.000000 2.000000    49411145.705694 18971.741979 0.100000
496.900000    230.000000 4.000000 2.000000    49411145.705694 18994.875113 0.100000
497.900000    230.000000 4.000000 2.000000    49411145.705694 19025.163176 0.100000
498.900000    230.000000 4.000000 2.000000    49411145.705694 19130.812239 0.100000
499.900000    231.000000 4.000000 2.000000    49411145.705694 19210.974645 0.100000
500.900000    234.000000 4.000000 2.000000    49411145.705694 19281.874518 0.100000
501.900000    235.000000 4.000000 2.000000    49411145.705694 19377.435534 0.100000
502.900000    236.000000 4.000000 2.000000    49411145.705694 19427.355064 0.100000
503.900000    237.000000 4.000000 2.000000    49411145.705694 19526.347029 0.100000
504.900000    237.000000 4.000000 2.000000    49411145.705694 19598.327788 0.100000
505.900000    239.000000 4.000000 2.000000    49411145.705694 19510.450150 0.100000
506.900000    241.000000 4.000000 2.000000    49411145.705694 19434.882432 0.100000
507.900000    242.000000 4.000000 2.000000    49411145.705694 19403.629627 0.100000
508.900000    242.000000 4.000000 2.000000    49411145.705694 19409.392499 0.100000
509.900000    242.000000 4.000000 2.000000    49411145.705694 19339.380690 0.100000
510.900000    242.000000 4.000000 2.000000    49411145.705694 19275.124232 0.100000
511.900000    243.000000 4.000000 2.000000    49411145.705694 19273.906880 0.100000
512.900000    244.000000 4.000000 2.000000    49411145.705694 19290.285971 0.100000
513.900000    244.000000 4.000000 2.000000    49411145.705694 19303.136885 0.100000
514.900000    244.000000 4.000000 2.000000    49411145.705694 19426.632436 0.100000
515.900000    244.000000 4.000000 2.000000    49411145.705694 19461.048471 0.100000
516.900000    244.000000 4.000000 2.000000    49411145.705694 19449.074208 0.100000
517.900000    244.000000 4.000000 2.000000    49411145.705694 19422.035955 0.100000
518.900000    245.000000 4.000000 2.000000    49411145.705694 19318.234024 0.100000
519.900000    245.000000 4.000000 2.000000    49411145.705694 19295.841597 0.100000
520.900000    245.000000 4.000000 2.000000    49411145.705694 19306.633529 0.100000
521.900000    245.000000 4.000000 2.000000    49411145.705694 19350.556806 0.100000
522.900000    245.000000 4.000000 2.000000    49411145.705694 19443.751085 0.100000
523.900000    246.000000 4.000000 2.000000    49411145.705694 19508.016138 0.100000
524.900000    246.000000 4.000000 2.000000    49411145.705694 19490.373575 0.100000
525.900000    247.000000 4.000000 2.000000    49411145.705694 19511.242129 0.100000
526.900000    249.000000 4.000000 2.000000    49411145.705694 19500.815412 0.100000
527.900000    250.000000 4.000000 2.000000    49411145.705694 19528.065808 0.100000
528.900000    250.000000 4.000000 2.000000    49411145.705694 19456.652899 0.100000
529.900000    250.000000 4.000000 2.000000    49411145.705694 19474.785541 0.100000
530.900000    253.000000 4.000000 2.000000    49411145.705694 19335.655084 0.100000
531.900000    253.000000 4.000000 2.000000    49411145.705694 19304.045486 0.100000
532.900000    253.000000 4.000000 2.000000    49411145.705694 19363.790734 0.100000
533.900000    253.000000 4.000000 2.000000    49411145.705694 19361.666064 0.100000
534.900000    254.000000 4.000000 2.000000    49411145.705694 19430.619149 0.100000
535.900000    254.000000 4.000000 2.000000    49411145.705694 19466.357917 0.100000
536.900000    254.000000 4.000000 2.000000    49411145.705694 19496.341215 0.100000
537.900000    255.000000 4.000000 2.000000    49411145.705694 19457.699320 0.100000
538.900000    255.000000 4.000000 2.000000    49411145.705694 19430.056450 0.100000
539.900000    256.000000 4.000000 2.000000    49411145.705694 19371.438662 0.100000
540.900000    256.000000 4.000000 2.000000    49411145.705694 19423.929994 0.100000
541.900000    256.000000 4.000000 2.000000    49411145.705694 19429.331229 0.100000
542.900000    256.000000 4.000000 2.000000    49411145.705694 19353.338039 0.100000
543.900000    256.000000 4.000000 2.000000    49411145.705694 19394.019080 0.100000
544.900000    256.000000 4.000000 2.000000    49411145.705694 19431.725063 0.100000
545.900000    256.000000 4.000000 2.000000    49411145.705694 19428.982066 0.100000
546.900000    257.000000 4.000000 2.000000    49411145.705694 19412.155486 0.100000
547.900000    257.000000 4.000000 2.000000    49411145.705694 19367.828531 0.100000
548.900000    257.000000 4.000000 2.000000    49411145.705694 19494.741663 0.100000
549.900000    257.000000 4.000000 2.000000    49411145.705694 19464.930735 0.100000
550.900000    257.000000 4.000000 2.000000    49411145.705694 19673.916680 0.100000
551.900000    259.000000 4.000000 2.000000    49411145.705694 19725.069474 0.100000
552.900000    259.000000 4.000000 2.000000    49411145.705694 19654.153805 0.100000
553.900000    259.000000 4.000000 2.000000    49411145.705694 19739.514212 0.100000
554.900000    260.000000 4.000000 2.000000    49411145.705694 19666.301598 0.100000
555.900000    260.000000 4.000000 2.000000    49411145.705694 19582.677870 0.100000
556.900000    260.000000 4.000000 2.000000    49411145.705694 19601.621235 0.100000
557.900000    260.000000 4.000000 2.000000    49411145.705694 19545.717048 0.100000
558.900000    261.000000 4.000000 2.000000    49411145.705694 19561.097386 0.100000
559.900000    261.000000 4.000000 2.000000    49411145.705694 19486.695194 0.100000
560.900000    261.000000 4.000000 2.000000    49411145.705694 19413.075181 0.100000
561.900000    262.000000 4.000000 2.000000    49411145.705694 19417.699449 0.100000
562.900000    262.000000 4.000000 2.000000    49411145.705694 19351.713010 0.100000
563.900000    262.000000 4.000000 2.000000    49411145.705694 19264.338795 0.100000
564.900000    262.000000 4.000000 2.000000    49411145.705694 19261.600191 0.100000
565.900000    262.000000 4.000000 2.000000    49411145.705694 19294.368560 0.100000
566.900000    262.000000 3.000000 2.000000    49411145.705694 19095.399409 0.100000
567.900000    263.000000 3.000000 2.000000    49411145.705694 18616.037358 0.100000
568.900000    264.000000 3.000000 2.000000    49411145.705694 18272.349068 0.100000
569.900000    265.000000 3.000000 2.000000    49411145.705694 17896.652185 0.100000
570.900000    265.000000 3.000000 2.000000    49411145.705694 17652.767815 0.100000
571.900000    265.000000 3.000000 2.000000    49411145.705694 17432.335707 0.100000
572.900000    266.000000 3.000000 2.000000    49411145.705694 17093.713873 0.100000
573.900000    269.000000 3.000000 2.000000    49411145.705694 16750.182109 0.100000
574.900000    271.000000 3.000000 2.000000    49411145.705694 16575.342696 0.100000
575.900000    272.000000 3.000000 2.000000    49411145.705694 16369.440258 0.100000
576.900000    273.000000 3.000000 2.000000    49411145.705694 16106.468823 0.100000
577.900000    273.000000 3.000000 2.000000    49411145.705694 15906.213020 0.100000
578.900000    273.000000 3.000000 2.000000    49411145.705694 15847.922190 0.100000
579.900000    274.000000 3.000000 2.000000    49411145.705694 15732.410230 0.100000
580.900000    276.000000 3.000000 2.000000    49411145.705694 15708.015131 0.100000
581.900000    277.000000 3.000000 2.000000    49411145.705694 15543.630689 0.100000
582.900000    278.000000 3.000000 2.000000    49411145.705694 15366.852043 0.100000
583.900000    278.000000 3.000000 2.000000    49411145.705694 15301.694709 0.100000
584.900000    278.000000 3.000000 2.000000    49411145.705694 15262.770020 0.100000
585.900000    281.000000 3.000000 2.000000    49411145.705694 15077.361585 0.100000
586.900000    284.000000 3.000000 2.000000    49411145.705694 14897.965203 0.100000
587.900000    284.000000 3.000000 2.000000    49411145.705694 14835.511700 0.100000
588.900000    286.000000 3.000000 2.000000    49411145.705694 14713.542759 0.100000
589.900000    286.000000 3.000000 2.000000    49411145.705694 14639.671820 0.100000
590.900000    286.000000 3.000000 2.000000    49411145.705694 14540.626896 0.100000
591.900000    286.000000 3.000000 2.000000    49411145.705694 14479.000683 0.100000
592.900000    288.000000 3.000000 2.000000    49411145.705694 14391.442357 0.100000
593.900000    288.000000 3.000000 2.000000    49411145.705694 14347.055713 0.100000
594.900000    288.000000 3.000000 2.000000    49411145.705694 14310.581483 0.100000
595.900000    289.000000 3.000000 2.000000    49411145.705694 14278.615867 0.100000
596.900000    289.000000 3.000000 2.000000    49411145.705694 14298.034793 0.100000
597.900000    289.000000 3.000000 2.000000    49411145.705694 14266.246931 0.100000
598.900000    291.000000 3.000000 2.000000    49411145.705694 14302.772861 0.100000
599.900000    291.000000 3.000000 2.000000    49411145.705694 14307.935424 0.100000
600.900000    291.000000 3.000000 2.000000    49411145.705694 14301.042629 0.100000
601.900000    291.000000 3.000000 2.000000    49411145.705694 14226.752595 0.100000
602.900000    291.000000 3.000000 2.000000    49411145.705694 14193.400771 0.100000
603.900000    292.000000 3.000000 2.000000    49411145.705694 14157.691426 0.100000
604.900000    292.000000 2.000000 2.000000    49411145.705694 14021.144071 0.100000
605.900000    293.000000 2.000000 2.000000    49411145.705694 13588.007218 0.100000
606.900000    293.000000 2.000000 2.000000    49411145.705694 13161.573609 0.100000
607.900000    294.000000 2.000000 2.000000    49411145.705694 12909.713398 0.100000
608.900000    294.000000 2.000000 2.000000    49411145.705694 12721.964002 0.100000
609.900000    294.000000 2.000000 2.000000    49411145.705694 12448.488107 0.100000
610.900000    297.000000 2.000000 2.000000    49411145.705694 12141.937064 0.100000
611.900000    297.000000 2.000000 2.000000    49411145.705694 11864.827415 0.100000
612.900000    298.000000 2.000000 2.000000    49411145.705694 11611.974590 0.100000
613.900000    298.000000 2.000000 2.000000    49411145.705694 11371.985179 0.100000
614.900000    298.000000 2.000000 2.000000    49411145.705694 11169.930056 0.100000
615.900000    300.000000 2.000000 2.000000    49411145.705694 10981.237362 0.100000
616.900000    301.000000 2.000000 2.000000    49411145.705694 10839.823937 0.100000
617.900000    301.000000 2.000000 2.000000    49411145.705694 10785.121199 0.100000
618.900000    302.000000 2.000000 2.000000    49411145.705694 10636.683976 0.100000
619.900000    302.000000 2.000000 2.000000    49411145.705694 10604.598291 0.100000
620.900000    303.000000 2.000000 2.000000    49411145.705694 10579.482411 0.100000
621.900000    304.000000 2.000000 2.000000    49411145.705694 10501.136389 0.100000
622.900000    304.000000 2.000000 2.000000    49411145.705694 10342.966370 0.100000
623.900000    304.000000 2.000000 2.000000    49411145.705694 10261.880356 0.100000
624.900000    304.000000 2.000000 2.000000    49411145.705694 10190.359927 0.100000
625.900000    307.000000 2.000000 2.000000    49411145.705694 10133.782723 0.100000
626.900000    307.000000 2.000000 2.000000    49411145.705694 10091.947415 0.100000
627.900000    307.000000 2.000000 2.000000    49411145.705694 10002.042847 0.100000
628.900000    309.000000 2.000000 2.000000    49411145.705694 9987.114091 0.100000
629.900000    309.000000 2.000000 2.000000    49411145.705694 9967.460638 0.100000
630.900000    311.000000 2.000000 2.000000    49411145.705694 10012.488216 0.100000
631.900000    311.000000 2.000000 2.000000    49411145.705694 9915.103165 0.100000
632.900000    312.000000 2.000000 2.000000    49411145.705694 9910.254892 0.100000
633.900000    314.000000 2.000000 2.000000    49411145.705694 9904.031209 0.100000
634.900000    314.000000 2.000000 2.000000    49411145.705694 9884.400138 0.100000
635.900000    314.000000 2.000000 2.000000    49411145.705694 9931.247815 0.100000
636.900000    314.000000 2.000000 2.000000    49411145.705694 9882.155456 0.100000
637.900000    315.000000 2.000000 2.000000    49411145.705694 9921.663922 0.100000
638.900000    315.000000 2.000000 2.000000    49411145.705694 9864.329082 0.100000
639.900000    317.000000 1.000000 2.000000    49411145.705694 9757.812166 0.100000
640.900000    317.000000 1.000000 2.000000    49411145.705694 9289.148955 0.100000
641.900000    317.000000 1.000000 2.000000    49411145.705694 8861.355836 0.100000
642.900000    317.000000 1.000000 2.000000    49411145.705694 8468.866709 0.100000
643.900000    318.000000 1.000000 2.000000    49411145.705694 8079.117725 0.100000
644.900000    318.000000 1.000000 2.000000    49411145.705694 7758.787037 0.100000
645.900000    318.000000 1.000000 2.000000    49411145.705694 7505.283560 0.100000
646.900000    318.000000 1.000000 2.000000    49411145.705694 7249.166670 0.100000
647.900000    318.000000 1.000000 2.000000    49411145.705694 7081.723736 0.100000
648.900000    318.000000 1.000000 2.000000    49411145.705694 6920.050786 0.100000
649.900000    319.000000 1.000000 2.000000    49411145.705694 6729.069990 0.100000
650.900000    319.000000 1.000000 2.000000    49411145.705694 6548.904392 0.100000
651.900000    319.000000 1.000000 2.000000    49411145.705694 6381.817534 0.100000
652.900000    319.000000 1.000000 2.000000    49411145.705694 6271.782039 0.100000
653.900000    320.000000 1.000000 2.000000    49411145.705694 6137.992365 0.100000
654.900000    320.000000 1.000000 2.000000    49411145.705694 5975.119565 0.100000
655.900000    322.000000 1.000000 2.000000    49411145.705694 5824.920131 0.100000
656.900000    322.000000 1.000000 2.000000    49411145.705694 5687.822834 0.100000
657.900000    322.000000 1.000000 2.000000    49411145.705694 5563.150487 0.100000
658.900000    322.000000 1.000000 2.000000    49411145.705694 5449.986034 0.100000
659.900000    322.000000 1.000000 2.000000    49411145.705694 5347.376323 0.100000
660.900000    322.000000 1.000000 2.000000    49411145.705694 5254.399392 0.100000
661.900000    322.000000 1.000000 2.000000    49411145.705694 5236.930163 0.100000
662.900000    322.000000 1.000000 2.000000    49411145.705694 5200.903131 0.100000
663.900000    324.000000 1.000000 2.000000    49411145.705694 5189.213686 0.100000
664.900000    325.000000 1.000000 2.000000    49411145.705694 5118.644880 0.100000
665.900000    327.000000 1.000000 2.000000    49411145.705694 5120.799744 0.100000
666.900000    328.000000 1.000000 2.000000    49411145.705694 5156.214871 0.100000
667.900000    329.000000 1.000000 2.000000    49411145.705694 5134.228689 0.100000
668.900000    329.000000 1.000000 2.000000    49411145.705694 5187.522119 0.100000
669.900000    329.000000 1.000000 2.000000    49411145.705694 5161.757526 0.100000
670.900000    329.000000 1.000000 2.000000    49411145.705694 5153.724693 0.100000
671.900000    331.000000 1.000000 2.000000    49411145.705694 5121.524885 0.100000
672.900000    331.000000 1.000000 2.000000    49411145.705694 5053.903783 0.100000
673.900000    331.000000 1.000000 2.000000    49411145.705694 5024.874469 0.100000
674.900000    331.000000 1.000000 2.000000    49411145.705694 4998.062762 0.100000
675.900000    331.000000 1.000000 2.000000    49411145.705694 4941.817083 0.100000
676.900000    332.000000 1.000000 2.000000    49411145.705694 4956.378275 0.100000
677.900000    333.000000 1.000000 2.000000    49411145.705694 4903.464185 0.100000
678.900000    334.000000 1.000000 2.000000    49411145.705694 4853.259663 0.100000
679.900000    334.000000 1.000000 2.000000    49411145.705694 4869.824151 0.100000
680.900000    335.000000 1.000000 2.000000    49411145.705694 4861.605922 0.100000
681.900000    335.000000 1.000000 2.000000    49411145.705694 4850.691592 0.100000
682.900000    335.000000 1.000000 2.000000    49411145.705694 4846.905850 0.100000
683.900000    335.000000 1.000000 2.000000    49411145.705694 4882.280609 0.100000
684.900000    336.000000 1.000000 2.000000    49411145.705694 4840.746481 0.100000
685.900000    337.000000 1.000000 2.000000    49411145.705694 4799.047554 0.100000
686.900000    337.000000 1.000000 2.000000    49411145.705694 4759.901596 0.100000
687.900000    338.000000 1.000000 2.000000    49411145.705694 4810.290054 0.100000
688.900000    338.000000 1.000000 2.000000    49411145.705694 4770.643759 0.100000
689.900000    339.000000 1.000000 2.000000    49411145.705694 4732.931500 0.100000
690.900000    339.000000 1.000000 2.000000    49411145.705694 4752.466418 0.100000
691.900000    339.000000 1.000000 2.000000    49411145.705694 4750.011982 0.100000
692.900000    339.000000 1.000000 2.000000    49411145.705694 4790.184152 0.100000
693.900000    343.000000 1.000000 2.000000    49411145.705694 4833.291819 0.100000
694.900000    343.000000 1.000000 2.000000    49411145.705694 4901.953898 0.100000
695.900000    345.000000 1.000000 2.000000    49411145.705694 4898.585774 0.100000
696.900000    348.000000 1.000000 2.000000    49411145.705694 4887.972718 0.100000
697.900000    349.000000 1.000000 2.000000    49411145.705694 4874.474003 0.100000
698.900000    349.000000 1.000000 2.000000    49411145.705694 4833.171670 0.100000
699.900000    350.000000 1.000000 2.000000    49411145.705694 4790.427199 0.100000
700.900000    350.000000 1.000000 2.000000    49411145.705694 4750.869490 0.100000
701.900000    352.000000 1.000000 2.000000    49411145.705694 4714.752270 0.100000
702.900000    352.000000 1.000000 2.000000    49411145.705694 4710.008319 0.100000
703.900000    353.000000 1.000000 2.000000    49411145.705694 4685.154004 0.100000
704.900000    354.000000 1.000000 2.000000    49411145.705694 4655.444745 0.100000
705.900000    355.000000 1.000000 2.000000    49411145.705694 4628.201871 0.100000
706.900000    355.000000 1.000000 2.000000    49411145.705694 4631.511390 0.100000
707.900000    356.000000 1.000000 2.000000    49411145.705694 4613.938872 0.100000
708.900000    356.000000 1.000000 2.000000    49411145.705694 4590.920789 0.100000
709.900000    357.000000 1.000000 2.000000    49411145.705694 4569.776806 0.100000
710.900000    358.000000 1.000000 2.000000    49411145.705694 4582.548903 0.100000
711.900000    359.000000 1.000000 2.000000    49411145.705694 4601.006489 0.100000
712.900000    360.000000 1.000000 2.000000    49411145.705694 4617.396669 0.100000
713.900000    360.000000 1.000000 2.000000    49411145.705694 4631.771173 0.100000
714.900000    361.000000 1.000000 2.000000    49411145.705694 4643.716230 0.100000
715.900000    361.000000 1.000000 2.000000    49411145.705694 4673.397056 0.100000
716.900000    363.000000 1.000000 2.000000    49411145.705694 4690.269354 0.100000
717.900000    364.000000 1.000000 2.000000    49411145.705694 4708.808218 0.100000
718.900000    365.000000 1.000000 2.000000    49411145.705694 4792.444180 0.100000
719.900000    365.000000 1.000000 2.000000    49411145.705694 4810.424280 0.100000
720.900000    365.000000 1.000000 2.000000    49411145.705694 4836.312895 0.100000
721.900000    365.000000 1.000000 2.000000    49411145.705694 4798.191066 0.100000
722.900000    365.000000 1.000000 2.000000    49411145.705694 4793.707034 0.100000
723.900000    365.000000 1.000000 2.000000    49411145.705694 4796.665902 0.100000
724.900000    365.000000 1.000000 2.000000    49411145.705694 4762.600429 0.100000
725.900000    365.000000 1.000000 2.000000    49411145.705694 4728.106508 0.100000
726.900000    366.000000 1.000000 2.000000    49411145.705694 4695.702713 0.100000
727.900000    366.000000 1.000000 2.000000    49411145.705694 4665.789427 0.100000
728.900000    366.000000 1.000000 2.000000    49411145.705694 4673.211946 0.100000
729.900000    367.000000 1.000000 2.000000    49411145.705694 4679.585270 0.100000
